pathway	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100	X101	X102	level1	level2	level3
ko00073	5.31933826338606e-06	2.70920464692729e-06	1.46742298798736e-05	7.39091387237627e-06	4.22990975984491e-06	4.67031834221162e-06	3.57056697614114e-06	3.6256964794124e-06	4.42115995764079e-06	5.37306682348738e-06	4.58348944618723e-06	6.04469374406318e-06	7.87935874979147e-06	6.55970947647522e-06	3.40753406810793e-06	5.94121034967901e-06	4.67814232257655e-06	9.05314511449623e-06	5.09407941217084e-06	4.11484420321149e-06	7.45239480441529e-06	9.01040668662675e-06	6.31757014532138e-06	7.75110670995598e-06	Cutin, suberine and wax biosynthesis	Lipid metabolism	Metabolism
ko00100	3.59556562581912e-05	3.07756304105689e-05	4.42243705359728e-05	2.68419231340707e-05	3.88129117168671e-05	3.57857131284603e-05	3.35481278757983e-05	4.98816365663608e-05	2.85436865837667e-05	1.99230282609097e-05	2.91827698782475e-05	2.53608752402482e-05	2.75237745855593e-05	3.40860262253094e-05	4.1195491301215e-05	2.36447159426845e-05	3.47557604999063e-05	3.77321641326056e-05	3.96591980314247e-05	2.46849789873076e-05	2.76223592665312e-05	2.36839627293049e-05	3.31161562658332e-05	2.8468429095006e-05	Steroid biosynthesis	Lipid metabolism	Metabolism
ko00120	0.0004295447662588	0.000408578614834625	0.000349942290892199	0.000390629324072101	0.000427803403354693	0.000453388088821733	0.00040394924656694	0.000385858406481966	0.000410865410257913	0.000407878429010897	0.000405910043523874	0.000390721450708001	0.000375645676661359	0.000374228672167788	0.000399449364932106	0.000363458426158246	0.000393760935888564	0.000405653295039534	0.00041298047002106	0.000392569118571122	0.000436019183252875	0.000387247790750939	0.000371652765784317	0.000424026525505463	Primary bile acid biosynthesis	Lipid metabolism	Metabolism
ko00121	0.000138138726366676	0.000109496470837043	0.000129968539111452	0.000137658806732687	0.000125926180683809	0.000123807921001341	0.000123462403338941	0.000149229134435699	0.000135606645478577	0.000117447005168275	0.000121019758618192	0.000121938363625333	0.000124958107152674	0.000148613200589353	0.000123715247445989	0.000110829760393684	0.000121229158067133	0.000131359779859133	0.000135359526125513	0.000114315533702473	0.000114809266145722	0.000111720284047708	0.000146713875154589	0.000122622763584414	Secondary bile acid biosynthesis	Lipid metabolism	Metabolism
ko00130	0.00269702118170037	0.00246588548032466	0.00271307725508158	0.00263196543010647	0.00259081338060435	0.00260592663794703	0.00263721326763201	0.00268467014577468	0.00268499363357667	0.00260462974814741	0.00267141922918435	0.00267086145440437	0.00262259120074333	0.00280566497461278	0.0027217123822201	0.00271752711624456	0.00270216929101641	0.00264465748457573	0.0026538379793104	0.00267084196312594	0.00263297485515421	0.00269838505579001	0.0026343272111994	0.00256688989447515	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism of cofactors and vitamins	Metabolism
ko00140	0.00082039071301352	0.000630855750018683	0.000700777654956399	0.000742357675832342	0.000793880575443459	0.000763716800497698	0.000778662070262039	0.000867679111535457	0.00079841465706171	0.000787159524090108	0.000840877699686967	0.000719328685078337	0.00075866694804481	0.000800510099118745	0.000769698955549337	0.000744351811360913	0.000804118336880499	0.000839129012035717	0.000863392553062611	0.000761658073929318	0.000754197198029172	0.00071183725982233	0.000906761797118048	0.000782028238029868	Steroid hormone biosynthesis	Lipid metabolism	Metabolism
ko00190	0.00791941281933509	0.00743367948268045	0.0088467942020236	0.00832847489081307	0.00802683551367081	0.00819416602785249	0.00837511414186733	0.00858121984177115	0.0083562201789416	0.00895466089719539	0.00848214451273482	0.00883707116209565	0.00913925784202879	0.00849264424703477	0.00844938376620235	0.00896308970283329	0.00879763811931094	0.0084872114485658	0.00859776897094043	0.00870422458966943	0.00860237704698669	0.00885059607450507	0.00873084558902372	0.00843202224845064	Oxidative phosphorylation	Energy metabolism	Metabolism
ko00195	0.00123528308187319	0.00115430264652233	0.00140509806309414	0.00132189708690684	0.00132288227880906	0.00130792654338128	0.00131053703895087	0.00132570761172506	0.00132710803092272	0.00137089150170115	0.00131411316584256	0.00138298700037506	0.00139192392276653	0.00131147866290035	0.00174073176113594	0.00145838548481073	0.00139086563788682	0.00143156788824088	0.00141846878920106	0.00135842158400587	0.00138665489291582	0.00135688679559488	0.00137065465745813	0.00128179049945654	Photosynthesis	Energy metabolism	Metabolism
ko00196	2.63993379365317e-05	1.28985899053742e-05	5.94136834330028e-06	4.2320039750141e-05	7.092150331614e-05	9.68490215332061e-06	2.84703481910534e-06	1.14989385437178e-05	2.61006336070722e-05	3.79275305187344e-06	2.14350048284664e-05	1.00891521012645e-05	1.79609689217045e-05	1.33652004725753e-05	0.000232741255807314	6.38224119673809e-05	3.33981072267072e-05	0.000103885494948616	6.26978576787013e-05	2.47088966575636e-05	3.44432484916631e-05	3.80097575365517e-06	6.21711293845041e-05	7.80711533525569e-06	Photosynthesis - antenna proteins	Energy metabolism	Metabolism
ko00220	0.00343558851274337	0.00353372264696602	0.00330558625387374	0.00345401768244222	0.00355668191047655	0.00349052710997955	0.00350964849995761	0.00349441925156671	0.00343603924712651	0.00345637954563053	0.00346096711849963	0.00349413558318661	0.00355735563274476	0.00356859460279417	0.00350724595978971	0.00356480948726919	0.00352844285611845	0.00344212593042876	0.00355299759594128	0.00352604183316707	0.0035723212285429	0.00346028371491668	0.00355691364907049	0.00352434375217861	Arginine biosynthesis	Amino acid metabolism	Metabolism
ko00230	0.0116318065000869	0.0111888862248047	0.0116337638098751	0.0116561426755242	0.0115412434316409	0.0117197115057789	0.0117168928132455	0.0117533540963642	0.0118609223854267	0.0121499891195913	0.0118609295009134	0.0120983388183039	0.0122777574715262	0.0120307794468277	0.011917351664213	0.0123899216937475	0.0121323497846874	0.0116650659956358	0.0119956956465587	0.0121852708009715	0.0120313895979294	0.0121393294632989	0.0118688944360668	0.0118427942227668	Purine metabolism	Nucleotide metabolism	Metabolism
ko00232	2.43673323409174e-05	9.84478113364863e-06	1.4861570264192e-05	2.38531879846166e-05	2.39916568853995e-05	2.29122555019257e-05	1.7385298009869e-05	2.05812814568609e-05	1.91868525943148e-05	1.33656793138439e-05	1.77765236428974e-05	1.79061189132097e-05	2.06115951073882e-05	2.27451301403939e-05	2.69014026235991e-05	1.7587370592586e-05	2.36419397911269e-05	2.03393004157582e-05	2.33393146683012e-05	1.90399843451338e-05	1.76690312444553e-05	1.16361649941959e-05	2.03127063072996e-05	1.97216012990029e-05	Caffeine metabolism	Biosynthesis of other secondary metabolites	Metabolism
ko00240	0.00673403404165237	0.00620033051883327	0.00687044610988665	0.0069663213586204	0.00656853296081032	0.00667763222202992	0.00676253416783003	0.00688292171614305	0.00696798570358625	0.00725694612908505	0.00695707775133806	0.00716913002877678	0.00733611766230665	0.00710830805744854	0.00698333473806379	0.00740548967204881	0.00709264782116519	0.00690234274259131	0.00700316739202676	0.00707816653663633	0.0070574296857755	0.00716218688686449	0.00711502877200882	0.00688038393486636	Pyrimidine metabolism	Nucleotide metabolism	Metabolism
ko00250	0.00545234191018841	0.00533232537612374	0.00538464197942236	0.00547489323898796	0.00547471634104754	0.005486634990068	0.00560973857289812	0.00550176646685132	0.00546821794802531	0.00556873383410466	0.0055233389551193	0.00557787105590486	0.00567306121123529	0.00590894583743433	0.0055372063799734	0.00566272652744503	0.00557402429348099	0.00550003967678549	0.00563559172061421	0.00560899478269104	0.00563741831308425	0.00556453838766734	0.00570130032133738	0.00556915148905597	Alanine, aspartate and glutamate metabolism	Amino acid metabolism	Metabolism
ko00253	0.000234554177466787	0.000121745936590762	0.000290743302011609	0.00020963376492481	0.000221916931103247	0.000219652857233708	0.000224853195730333	0.000260197159829985	0.00021279141952911	0.000177148480277725	0.000207829862402113	0.000191641515680765	0.000212177511106761	0.000241908931329852	0.000206054861307727	0.000190787334677361	0.000227520442145023	0.000225051609802392	0.000230062428557218	0.000215524955538964	0.000199202924558407	0.000206905985461089	0.000267278035367928	0.000209687011751008	Tetracycline biosynthesis	Metabolism of terpenoids and polyketides	Metabolism
ko00260	0.00724190340956905	0.00707875930201391	0.00724854394638743	0.007192912576138	0.00722557127990681	0.00724464261878649	0.00735463033550469	0.00724681419936252	0.00720974188681183	0.00722204272257702	0.00728083646742707	0.00728526474528509	0.00727547927731172	0.00754341538079704	0.00729118241004051	0.00725285603859275	0.00720888777430655	0.00728172436255348	0.00732481942042433	0.00729065768521458	0.00735168987767651	0.00727207296276469	0.00736570884773395	0.00728563099665657	Glycine, serine and threonine metabolism	Amino acid metabolism	Metabolism
ko00261	0.00157786071720941	0.00129276963790252	0.00159709614463195	0.00154318709794469	0.00147910074226004	0.00156418513712069	0.00161499061796997	0.00165187508828361	0.00164060921347075	0.00168844549390813	0.00158750869649181	0.00165816902815752	0.00171710049820411	0.00163722734998667	0.00160974629713289	0.00173622255097731	0.00170190247003641	0.00156020948849452	0.00167294087865041	0.00164055806522098	0.00165409068280129	0.00172364843452341	0.00161382050821679	0.00162228863569255	Monobactam biosynthesis	Biosynthesis of other secondary metabolites	Metabolism
ko00270	0.00674590566522966	0.00692123965829414	0.00688577196355663	0.00693206919095926	0.00670455725549991	0.00680585641720313	0.00688002720618716	0.00681961285944202	0.00706753653496264	0.00717425162585633	0.00705602886485949	0.007226548003878	0.00708994641703326	0.00693838442325451	0.00693351714043191	0.00739481320817906	0.00702001306497466	0.00684713302329706	0.00705122628212955	0.00721770728551515	0.00709857388115201	0.00729821012911849	0.00728317841799237	0.00692156177486262	Cysteine and methionine metabolism	Amino acid metabolism	Metabolism
ko00280	0.0111953629123622	0.0102547886670808	0.0109030967636499	0.0110143327256549	0.0108178988878377	0.0111516180793779	0.0110738416189815	0.0110135769048096	0.0112475542732206	0.0107778648175933	0.0106861672037426	0.0106980037502405	0.0104692772564943	0.0112820775779913	0.0111158874051988	0.0106186963522236	0.0107897377165614	0.0110662788670105	0.0111523582218018	0.0104234847468428	0.0110053288967604	0.0106769696303854	0.0108777259877014	0.0109161183052976	Valine, leucine and isoleucine degradation	Amino acid metabolism	Metabolism
ko00281	0.00271697694490611	0.00257907354992644	0.00281102180690129	0.0026636949318004	0.0026393201249612	0.00275879530991796	0.00270196370758477	0.00275062887983291	0.00279451659338884	0.00259540836917018	0.00259669014785643	0.0025526621728407	0.00247486983011152	0.00269630875272407	0.00268324329815498	0.00253625845813337	0.00264106243241584	0.00274514892945799	0.00271700396042592	0.00250012857652194	0.00269172335138773	0.00261290825005572	0.00257302407646104	0.00270091743110214	Geraniol degradation	Metabolism of terpenoids and polyketides	Metabolism
ko00290	0.00238785339835582	0.00220257640126402	0.00226931048286244	0.0023917392752129	0.00244685810486116	0.00234909135110711	0.00227022368153765	0.00225672592265469	0.00227174637923152	0.00227998329562704	0.00232909266128179	0.00229663644734099	0.00233213362478873	0.00235355294692251	0.00239387866117624	0.00226593540191562	0.00230301155660149	0.00238004643498533	0.00238077724650959	0.00250985646794422	0.00242962700204726	0.00229081379667198	0.00245113463564274	0.00237073438271156	Valine, leucine and isoleucine biosynthesis	Amino acid metabolism	Metabolism
ko00300	0.00297721617812882	0.00275406181789321	0.00287933677244238	0.00304538695690321	0.00300974329126683	0.00295230675545182	0.0029499855273547	0.00300088438617284	0.00295348433433795	0.00296693169646334	0.00296418125313976	0.00301700087042208	0.00306091654772158	0.00301785081177375	0.00308574319655932	0.00306549730334179	0.00302996244512086	0.00301617376693383	0.00308103356409492	0.00308989310125188	0.00306345038549594	0.00299848201500159	0.00315302569302814	0.00302042869325374	Lysine biosynthesis	Amino acid metabolism	Metabolism
ko00310	0.0055607770914418	0.00494023318567499	0.00554117040207538	0.00544233157713827	0.00533285774977097	0.00554199435538529	0.0055324832816116	0.00553070273301695	0.00551899490405441	0.00520432730127143	0.00529589905046403	0.00534828316832554	0.00507392732203422	0.0058004777895036	0.0055550644756966	0.00514296330445946	0.00536521038360202	0.00542528315125659	0.00546985793677086	0.0051206255861103	0.00536499158573894	0.00533591753292514	0.0052441633664909	0.00541282567682053	Lysine degradation	Amino acid metabolism	Metabolism
ko00311	0.000268486889856781	0.000265513567119272	0.000232704484154941	0.000264596923078556	0.000248149181096735	0.000240200361936498	0.000266088857768405	0.000266681914140688	0.000295614983616466	0.000273185054155401	0.00027681958067186	0.000252991879992883	0.000285167312096794	0.00026578128471642	0.000319255377335679	0.000294177530025932	0.000274708498894674	0.000289180052503117	0.000292212328537017	0.000276801800625386	0.000282958865927438	0.000268456746280255	0.000297010379337327	0.000273038442076096	Penicillin and cephalosporin biosynthesis	Biosynthesis of other secondary metabolites	Metabolism
ko00330	0.00569509151297174	0.00547629342128769	0.0055933602270302	0.00561536822133905	0.0056775830913882	0.00561400300612742	0.00575137694645568	0.00550503270944016	0.00553786413289571	0.00544836663731535	0.00559187695049101	0.00555747069736304	0.00562027700049209	0.00614501874797239	0.00559959546367601	0.00547937817421879	0.00555014065256359	0.00569648943968746	0.00560065850119301	0.005522886360421	0.00560709343701653	0.00567259152455971	0.00582671139870771	0.00565912190170395	Arginine and proline metabolism	Amino acid metabolism	Metabolism
ko00331	2.4960863310677e-07	1.70673328397634e-07	1.74633242648684e-06	9.33654422656701e-07	2.00312967937483e-06	1.1316734910505e-06	7.49219689238247e-07	4.4033006339117e-07	1.2472890505497e-06	2.29321087303089e-06	1.0270766680903e-06	2.87385545386791e-07	8.99015618899083e-07	1.25806186246436e-06	6.77847338785946e-07	6.50904223821211e-07	9.97289106811084e-07	5.26368655837375e-07	1.15976717851394e-06	5.65005595569981e-07	5.30700842132603e-07	8.30975884135142e-07	5.90131656610503e-07	4.73502870891296e-07	Clavulanic acid biosynthesis	Biosynthesis of other secondary metabolites	Metabolism
ko00332	0.000282559528256476	0.000280740958852828	0.00029593632116319	0.000304650688443384	0.000287788814842811	0.000296770155440455	0.000307438401456652	0.000304579825964081	0.000306021149075998	0.000312254048092252	0.000296849187927496	0.000320320263791279	0.000311022658731448	0.000322878330007358	0.000320031374125845	0.00031575644436607	0.000304542675264555	0.000295263163450025	0.000299695137944803	0.000309723114183367	0.000315067268375612	0.000311355845210826	0.000303273520492382	0.000299610579818144	Carbapenem biosynthesis	Biosynthesis of other secondary metabolites	Metabolism
ko00333	0.00508613470829174	0.00449848818173511	0.00491784627567548	0.00472490661354798	0.00492702985288034	0.00495610882480641	0.00504588285698167	0.0051273939204807	0.00490036949732058	0.0047047870574331	0.0048273315706382	0.00473170936133963	0.00467996967814368	0.00478180035708017	0.00470480464827876	0.00461798159200294	0.00484986984506066	0.00490737622953332	0.0049774629506028	0.00477693581227812	0.00474940482014043	0.00489335942558886	0.00493471693930559	0.00493159175577871	Prodigiosin biosynthesis	Biosynthesis of other secondary metabolites	Metabolism
ko00340	0.00359989641589392	0.00325685390289696	0.00369636195252966	0.00359650828142373	0.00353253548978388	0.0036631269325698	0.00380218785487861	0.00370305059078412	0.00377866167162939	0.00386336701325219	0.00370187931531934	0.00382794912975211	0.00383118266450114	0.00387145241360156	0.00365335497115746	0.00386968170647487	0.00378054151508117	0.00365189374631811	0.00374859095089019	0.00368687901794801	0.0038252713011217	0.00391205147470843	0.00361678611729459	0.0037181955194231	Histidine metabolism	Amino acid metabolism	Metabolism
ko00350	0.00486539621206711	0.00469769292367524	0.00471874518834745	0.00460704062362004	0.0047073962110189	0.00477960636119907	0.00475754582461799	0.00472487658523997	0.0046658580731442	0.00454554612555747	0.00465624351819412	0.00455507165946812	0.00455220467766722	0.00497288931529765	0.00464159999385694	0.00464777112225999	0.00471203361964297	0.00469888729475622	0.00471741193768536	0.00467946825740019	0.00473728845930823	0.00469596011982264	0.00473751376287644	0.00470371908609532	Tyrosine metabolism	Amino acid metabolism	Metabolism
ko00360	0.00622951345694557	0.00596829995796432	0.00610299323925044	0.00606879844574904	0.00617311618297977	0.00627293352102363	0.00610383290135645	0.00623044861836182	0.00606526951583063	0.00569890663620321	0.00597638374411604	0.00580219225973558	0.00566212512211565	0.00628999358812566	0.00616771827636416	0.00566185330254352	0.0059749529716255	0.006088996877997	0.00601798178482899	0.00579571849655594	0.00594322565787228	0.00567880631581695	0.00586713003156995	0.00599275662498535	Phenylalanine metabolism	Amino acid metabolism	Metabolism
ko00361	0.0012984313957111	0.00100314260781054	0.00139876087660441	0.00117796673924355	0.00125632786604514	0.00122074062246662	0.00118443551417313	0.0012894915387249	0.00127841713033594	0.00111176112398092	0.00121095596569704	0.00113500674512802	0.0010963666904693	0.00118832492707321	0.00122977772386311	0.00107829575658723	0.00122005597032998	0.00126080100516284	0.00118504023785592	0.00119064131037723	0.00115550490909475	0.00118371410323184	0.00123504278325674	0.00120449513180891	Chlorocyclohexane and chlorobenzene degradation	Xenobiotics biodegradation and metabolism	Metabolism
ko00362	0.0077927792808628	0.00706923525804928	0.00796072877489505	0.00747988330199172	0.00750436213231815	0.00771346442196667	0.00731790722038427	0.00774848503919442	0.00751371988985928	0.0070078261878328	0.00723388224358154	0.0069741970199526	0.00666939070430701	0.00765087357549396	0.00738305420301336	0.00682737461112935	0.00730544827393098	0.00761584089245801	0.00737703917192956	0.00704367680940994	0.00733331560450454	0.00706765712712926	0.00724915924194507	0.00739727908698427	Benzoate degradation	Xenobiotics biodegradation and metabolism	Metabolism
ko00363	9.19168160657148e-05	8.04118207769189e-05	8.72164470906469e-05	7.18229561568589e-05	7.54867797260257e-05	8.57398924133265e-05	8.85126000238382e-05	0.000105822724001258	8.02463696251313e-05	5.80201289557728e-05	8.56673568358949e-05	7.19670722802753e-05	6.17300130948351e-05	6.58377466100185e-05	7.53782567617701e-05	6.32525751619201e-05	7.86390663584732e-05	7.7759235950117e-05	8.57298510880936e-05	6.55305597004827e-05	6.64721758372591e-05	6.2125071918595e-05	5.87333361188198e-05	6.50596019298607e-05	Bisphenol degradation	Xenobiotics biodegradation and metabolism	Metabolism
ko00364	0.000659012440159068	0.000535817136495007	0.0006824510793102	0.000593732903412578	0.000623019813842445	0.000617820074443006	0.000573365390910965	0.00062637255696769	0.000609437898949821	0.000496674623695008	0.000608795620078174	0.000576931700285042	0.000515240917216642	0.000650205995232857	0.000618214276551908	0.000515686719419487	0.000599647483033399	0.000607855978585849	0.000563092372695454	0.000591449730209049	0.000552257346109708	0.000566618761523165	0.000562361095747284	0.000583775881505185	Fluorobenzoate degradation	Xenobiotics biodegradation and metabolism	Metabolism
ko00365	0.00029348530730292	0.000174529742048914	0.000280607318633311	0.000252234070382281	0.000267058031613401	0.000258477714321528	0.000240560884905739	0.000297049486590078	0.000198863195523046	0.00018209596523103	0.000222478851103505	0.000197352555663808	0.000188294986381259	0.000218007402872084	0.000223094671597608	0.000153922650916076	0.000239177522520127	0.000196197491508971	0.000196415542786516	0.000213169064832357	0.000152693235788981	0.000151407014373695	0.000224400818315763	0.000174999005039973	Furfural degradation	Xenobiotics biodegradation and metabolism	Metabolism
ko00380	0.00602680801251928	0.00525191999836491	0.00586241738605649	0.00584386060807163	0.0058048628110479	0.0059725451152108	0.00591443615414952	0.00596782962253101	0.00602968706378678	0.00560172336931148	0.00581823075520773	0.00574267824241065	0.00551013816671579	0.0061564260221658	0.00602356096112367	0.00561003926616223	0.00584094338400939	0.00587976086841022	0.00593369942746484	0.00568231280207247	0.00580968093682803	0.00576212437317105	0.00581021047646494	0.00582977494390222	Tryptophan metabolism	Amino acid metabolism	Metabolism
ko00400	0.00350623128716467	0.00356983606457988	0.00367513032434861	0.00361940689576307	0.00359336877576215	0.00365312092540858	0.00369148764068987	0.00366899058249901	0.00378204547362942	0.00395363559010218	0.00377397545357671	0.00390170684468801	0.00396865515340989	0.00385014205669738	0.00376095825421445	0.00401026158215878	0.00379704470433495	0.00367485944502769	0.00382389868957329	0.00385424449401685	0.003870751812259	0.00392000915845935	0.00380559810934895	0.00375712750934161	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino acid metabolism	Metabolism
ko00401	0.000869058920227251	0.000917965310325049	0.000856957760834129	0.000896552635208415	0.000911592362170943	0.000890090312971092	0.000892675500040393	0.00088474846280108	0.000925848830323206	0.000943489867497515	0.00090143430715677	0.000918984276973606	0.000942565571787813	0.000958575040233303	0.00092123387423715	0.000953952095096049	0.00091585536782455	0.00089706180065671	0.000947275799889453	0.000929268687456141	0.000947578694421788	0.000936537839750211	0.000941214105477771	0.000929131630769534	Novobiocin biosynthesis	Biosynthesis of other secondary metabolites	Metabolism
ko00404	0.000116585627300763	8.75793446230599e-05	0.000218852743603853	0.000145749125808732	0.000121163214850644	0.000121817049628718	9.40592387954083e-05	0.000117559769677159	0.000134808163420971	0.000153940384142795	0.000150840438164561	0.000162467506898128	0.000165035794556729	0.000130140747905385	0.000121562493014238	0.000148353539256263	0.0001226306454119	0.00017408547354149	0.000130549886763132	0.000135885987963042	0.00014111664833869	0.000173779738384898	0.00018687830384814	0.000151595159055261	Staurosporine biosynthesis	Biosynthesis of other secondary metabolites	Metabolism
ko00405	0.000574104860053278	0.000506683737116849	0.000591539924952858	0.000565520994043517	0.000550233303438712	0.000576965792611734	0.000568448836013472	0.000605305986615138	0.000570564772517512	0.000563338717406312	0.000569820517402612	0.000571759025034903	0.000563089449223408	0.000598854793654526	0.000573336815769203	0.000558465606869438	0.000574938056584449	0.000535225962059564	0.000563107272079008	0.00058337445729198	0.000555155970399333	0.000569997601068234	0.000581419152134451	0.00054424898561357	Phenazine biosynthesis	Biosynthesis of other secondary metabolites	Metabolism
ko00410	0.00535435419199998	0.00480021805964159	0.00543196175071655	0.00529436943082577	0.00525593359478964	0.00538318938926826	0.00531758687929712	0.00532780662979801	0.00534441057450202	0.00492165568692677	0.00511344454391838	0.00517147319451969	0.00492419046953692	0.0057135098533331	0.00537980149865943	0.00485913107199099	0.00513999968511976	0.00526698585865341	0.00527155260123734	0.00487669845882199	0.00507924287640655	0.00497466791714879	0.00519522175165313	0.00517328942408131	beta-Alanine metabolism	Metabolism of other amino acids	Metabolism
